,Gene Name
11784,ARHGEF6
11785,SH2D4A
11786,AUH
11787,AURKC
11788,PTPRJ
11789,CHRDL1
11790,SDCCAG8
11791,SDF2
11792,IL17RB
11793,SEPT10
11794,GAN
11795,PHACTR1
11796,LIPT2
11797,MAP10
11798,ESR2
11799,NCR3LG1
11800,MPC2
11801,PSG4
11802,KBTBD8
11803,DEPDC5
11804,GJD4
11805,TSHR
11806,STAP1
11807,PAPOLG
11808,MRPL24
11809,VAT1
11810,BBS2
11811,MROH9
11812,STX1A
11813,SDE2
11814,TRMT61B
11815,MLXIPL
11816,ATP6V1G3
11817,UNK
11818,EIF1AY
11819,TBC1D13
11820,REEP2
11821,MXD4
11822,OR52E5
11823,CANT1
11824,RPS6KC1
11825,LRRC37A3
11826,SULT1C2
11827,SSPN
11828,LAMTOR4
11829,KLF5
11830,RTP1
11831,SLC39A2
11832,SKA3
11833,SNRPE
11834,RAB14
11835,C4BPB
11836,OPRD1
11837,MUCL3
11838,CXCR5
11839,TRANK1
11840,PCDHB1
11841,LAMP3
11842,CD81
11843,NSDHL
11844,CLCA2
11845,C16orf58
11846,ACYP2
11847,C8orf89
11848,UBQLN4
11849,KLHL36
11850,TMC2
11851,SOWAHB
11852,SLC25A29
11853,CA1
11854,LDLRAD1
11855,MAP3K19
11856,ASNS
11857,ARHGEF33
11858,BLOC1S5
11859,LMNB1
11860,FBXL5
11861,RTEL1-TNFRSF6B
11862,SPRED3
11863,EIF3C
11864,KANSL3
11865,HOXD10
11866,YEATS4
11867,MZB1
11868,SLIT1
11869,UXT
11870,STK32A
11871,ASNSD1
11872,C12orf60
11873,CAPS2
11874,PTPN2
11875,SCX
11876,YTHDC1
11877,DNAJC6
11878,ATP5PB
11879,ZNF273
11880,MC2R
11881,SIN3B
11882,ARMC8
11883,ACRBP
11884,CSTB
11885,CRTC2
11886,MRPS33
11887,CAP2
11888,BCL2A1
11889,DAB2
11890,VPS26A
11891,FAM90A1
11892,EDF1
11893,ERP29
11894,ETNK2
11895,AC010323.1
11896,RAB11A
11897,NTN4
11898,CHAF1A
11899,PYROXD2
11900,SLC22A6
11901,PRRC2B
11902,UCN3
11903,COPS7B
11904,RAMP1
11905,MRPL28
11906,SLC25A39
11907,CREBL2
11908,CCER1
11909,MBNL1
11910,SPIRE1
11911,KLRF1
11912,CXADR
11913,SLC16A10
11914,EXOSC10
11915,ETFRF1
11916,SELL
11917,CDC42BPB
11918,NCAPG
11919,IL18BP
11920,RMDN3
11921,KRT16
11922,HMGN3
11923,TSPYL5
11924,KCNG4
11925,SOCS1
11926,TBX1
11927,SULT1A1
11928,HIP1
11929,PPIP5K2
11930,IGHV1-45
11931,UTP3
11932,SP100
11933,ZNF383
11934,ATP6AP2
11935,WIPF2
11936,PQBP1
11937,MPV17L
11938,ATP6V1C1
11939,MRPL10
11940,AP001781.2
11941,SPAAR
11942,TIMM17A
11943,CCDC129
11944,ADA
11945,UFM1
11946,ZC3H4
11947,LCOR
11948,MAP3K3
11949,ANKS3
11950,LAT2
11951,CLIP4
11952,PAH
11953,LIMA1
11954,NDRG2
11955,NUP160
11956,GTF2H4
11957,PTPRM
11958,B3GALT6
11959,LRBA
11960,PLAA
11961,TMED3
11962,CDH24
11963,ABCD1
11964,EDDM13
11965,SLC9A2
11966,ZNF195
11967,AL365214.3
11968,ZDHHC21
11969,GTSF1
11970,RNF145
11971,MED10
11972,UTP18
11973,ENG
11974,ZBP1
11975,DNM1L
11976,GLP1R
11977,LRRC4
11978,CD4
11979,SRXN1
11980,NFATC1
11981,GLYATL1
11982,PPP1R2
11983,MOAP1
11984,EPB41L3
11985,NABP1
11986,SSH2
11987,ME1
11988,NUMB
11989,CHAC2
11990,MOB1B
11991,ZW10
11992,SLC25A27
11993,SLC35D3
11994,VPS4A
11995,SLCO3A1
11996,PDE11A
11997,MEIOC
11998,RIOK3
11999,NPIPB11
12000,DEFB119
12001,C19orf53
12002,RIC1
12003,SAAL1
12004,GOLT1B
12005,VWCE
12006,PDCL3
12007,FAM72A
12008,FXYD7
12009,DBR1
12010,VSX2
12011,TWNK
12012,CIB3
12013,TMEM150A
12014,HOMEZ
12015,TOMM34
12016,FAM86B1
12017,MCM4
12018,NEK5
12019,IGHA1
12020,BCL2L1
12021,GPR179
12022,AGTR2
12023,PLEC
12024,ZNF782
12025,AC005837.2
12026,NUP58
12027,TH
12028,DUSP28
12029,SOGA1
12030,S100A1
12031,RHBDL3
12032,ZNF766
12033,POLR1E
12034,MRPL58
12035,EI24
12036,DYDC2
12037,MRPL4
12038,DNAJC1
12039,BRD8
12040,GGH
12041,SLC39A1
12042,AADAC
12043,EIF3E
12044,AGO4
12045,SH3TC2
12046,SLC6A18
12047,APOBEC3B
12048,IST1
12049,CDH16
12050,NOTCH2NL
12051,PLOD2
12052,TRIM56
12053,ZNF335
12054,ACSF3
12055,ADAMTSL3
12056,MRPL22
12057,MYOZ1
12058,GMFG
12059,SGO1
12060,RELT
12061,KRT14
12062,RAB3D
12063,TELO2
12064,ACY3
12065,MYL4
12066,HIST1H2AI
12067,SEC31B
12068,CSNK1A1L
12069,PON2
12070,MFSD11
12071,TAMM41
12072,FLG
12073,CAPG
12074,UBIAD1
12075,CLDN1
12076,POLE4
12077,NME1
12078,DUT
12079,MED23
12080,TM4SF19-TCTEX1D2
12081,COX19
12082,DDRGK1
12083,UFL1
12084,RGS11
12085,C1QL3
12086,PAX5
12087,NNT
12088,SLC4A4
12089,MRPL11
12090,PSD
12091,NOC4L
12092,SCTR
12093,XG
12094,SYNJ1
12095,LTB
12096,PTPN13
12097,MYO1C
12098,LHFPL1
12099,SMIM10L2B
12100,HAL
12101,DYRK3
12102,BCO2
12103,TCEAL5
12104,KLRD1
12105,TGOLN2
12106,NAT8L
12107,PSMB8
12108,GYS2
12109,CYP27C1
12110,C2CD4A
12111,RPRD1A
12112,REPIN1
12113,DDX19B
12114,EEF2
12115,EPS15
12116,MPHOSPH9
12117,OPA1
12118,RYBP
12119,LINC02210-CRHR1
12120,PBX4
12121,CKAP5
12122,NDUFAF1
12123,BATF
12124,ZDHHC5
12125,KRT78
12126,IGKV2D-30
12127,NF1
12128,MN1
12129,PAQR5
12130,DDX5
12131,PLAG1
12132,TPRKB
12133,KCNQ2
12134,ARHGAP42
12135,EPS8L1
12136,UXS1
12137,EFHD1
12138,ENPEP
12139,FASTKD2
12140,ALPK2
12141,ZC3H6
12142,METTL17
12143,SH2D5
12144,MARC1
12145,TXNL4A
12146,STXBP3
12147,LMAN2
12148,GID8
12149,ESM1
12150,ZNF703
12151,CHERP
12152,CRYGN
12153,PITPNC1
12154,ATP2B1
12155,AP4E1
12156,EIF3H
12157,C11orf87
12158,POU2AF1
12159,HSD17B3
12160,SUPT3H
12161,PAK5
12162,CYP2C19
12163,ZFP36L1
12164,CORO7
12165,EFNA2
12166,SH3D21
12167,NFE2
12168,FBXO38
12169,MIER2
12170,CA8
12171,SPINK2
12172,KAT14
12173,C14orf178
12174,CA5A
12175,POLR3B
12176,RGMB
12177,PIP
12178,FAT2
12179,SNCB
12180,KLHL4
12181,POLR1D
12182,CITED2
12183,C5orf30
12184,DDHD2
12185,NRROS
12186,PAXX
12187,CLEC19A
12188,VAMP1
12189,RHBDL2
12190,DMC1
12191,DNAAF5
12192,CEP95
12193,RBBP8
12194,MLLT11
12195,MORN5
12196,PIH1D2
12197,PTBP1
12198,CARD6
12199,AP002748.4
12200,FBXO4
12201,MGAT4D
12202,BICDL2
12203,C20orf194
12204,KIAA1586
12205,HMCES
12206,KCTD5
12207,SH2D1A
12208,SLC35G2
12209,AC010422.5
12210,IFITM1
12211,CA7
12212,DCLRE1C
12213,ADGRD1
12214,LLPH
12215,KRT26
12216,TBC1D10C
12217,MYO1D
12218,LRRC41
12219,RER1
12220,APBB1
12221,PCDHB8
12222,OR4D10
12223,C10orf82
12224,PRDM7
12225,NCEH1
12226,GIP
12227,NDUFS3
12228,SMIM32
12229,CDKN2B
12230,FBXW9
12231,AAGAB
12232,IFT27
12233,MAK16
12234,ZNHIT1
12235,PLAC9
12236,SH2D1B
12237,SYT12
12238,DNAJC16
12239,FAM217A
12240,PIGW
12241,MCEMP1
12242,RASSF7
12243,WNT8A
12244,LVRN
12245,REEP6
12246,XRCC5
12247,PCDHGA9
12248,CCDC144NL
12249,SPRY2
12250,UHMK1
12251,GNB1L
12252,FKBP6
12253,CD68
12254,TCTN3
12255,EPHB1
12256,COL25A1
12257,SLC41A3
12258,TAF6
12259,KRT35
12260,PLD1
12261,SKP2
12262,TMEM216
12263,UCMA
12264,TBK1
12265,NDUFS4
12266,TRAPPC4
12267,ANOS1
12268,TCAP
12269,POU5F1B
12270,PLS1
12271,EIF3A
12272,CCDC36
12273,RPS6KA4
12274,CHIC1
12275,HLA-C
12276,DERA
12277,STX5
12278,ZBTB34
12279,PTGES
12280,ZNF93
12281,LRFN4
12282,LEUTX
12283,TRAM2
12284,CPLX1
12285,SPR
12286,SRSF7
12287,MTHFD2
12288,ALG11
12289,ZGRF1
12290,CC2D2B
12291,CRYBG1
12292,GRAMD2B
12293,RPL7L1
12294,TMEM154
12295,RAF1
12296,MLLT6
12297,DNAJC9
12298,BEND4
12299,CDH12
12300,PEX11A
12301,NOL7
12302,MAGOH
12303,ZNF891
12304,TRIM46
12305,EXOC7
12306,ZC3H12B
12307,FAM71B
12308,MRPL23
12309,ZNF3
12310,CLCN1
12311,DCTPP1
12312,PHF5A
12313,CAMTA2
12314,PLEKHG3
12315,TRMT2A
12316,ST6GALNAC3
12317,CENPW
12318,RFLNA
12319,SLC26A10
12320,RAB32
12321,TIMM23B
12322,B2M
12323,GAB1
12324,PMEPA1
12325,RRAS
12326,SCAMP2
12327,SGMS2
12328,IFNLR1
12329,HSD17B14
12330,ST20-MTHFS
12331,TMEM147
12332,CTSD
12333,OOSP2
12334,ZC3H12C
12335,NIPA2
12336,GADL1
12337,PCDHAC2
12338,MCM7
12339,KRT27
12340,FAM213A
12341,SLC12A4
12342,FRMPD2
12343,NEK7
12344,ZMPSTE24
12345,RARRES1
12346,SH2D4B
12347,DPAGT1
12348,ZNF600
12349,STC2
12350,NPY5R
12351,WISP3
12352,SMLR1
12353,C19orf67
12354,TAC4
12355,ERVMER34-1
12356,UBALD1
12357,LPAR5
12358,GNG3
12359,SLC35E2B
12360,RSPH14
12361,LPCAT3
12362,ZBTB39
12363,SULT1A3
12364,ST6GALNAC5
12365,FCGRT
12366,STAP2
12367,POU2F3
12368,EYA3
12369,PCLAF
12370,MTSS1L
12371,MPC1
12372,SUGCT
12373,UQCRH
12374,STC1
12375,CTNND2
12376,SEMA4B
12377,ARPC1A
12378,TFCP2
12379,SDS
12380,COG3
12381,MFNG
12382,SEPHS2
12383,MRPS12
12384,PHLDA3
12385,FGF8
12386,RABL2A
12387,C20orf204
12388,ENTPD1
12389,ITGA9
12390,PHACTR3
12391,OR2A5
12392,CYP4B1
12393,ZNF620
12394,RRP15
12395,IGHV3-74
12396,POLR2A
12397,CACNB3
12398,CENPBD1
12399,LMO2
12400,NDUFB11
12401,NT5C3A
12402,DZANK1
12403,SETD2
12404,CX3CR1
12405,TRPC1
12406,CBY1
12407,PDE1A
12408,RCVRN
12409,MT-CO2
12410,ELFN1
12411,GCSAML-AS1
12412,RECK
12413,RCOR2
12414,SLC9B1
12415,FXYD2
12416,LDHD
12417,TBRG1
12418,NIT2
12419,GLRX
12420,WISP2
12421,ZSWIM5
12422,DICER1
12423,FAM50B
12424,FEM1C
12425,ZNF724
12426,SNF8
12427,ANKRD50
12428,PPFIBP2
12429,SCAMP4
12430,SEZ6L
12431,CHAT
12432,CDH22
12433,C13orf42
12434,ENY2
12435,SCARF1
12436,PRICKLE1
12437,VPS9D1
12438,AC245033.1
12439,LYN
12440,PAFAH1B1
12441,SPINK9
12442,SLC15A5
12443,TBC1D2
12444,TMEM89
12445,RUVBL2
12446,YBX1
12447,EPM2AIP1
12448,MTG1
12449,TTPAL
12450,RPP25
12451,EVI5L
12452,PLAC8
12453,C22orf46
12454,OCRL
12455,EPG5
12456,PKNOX1
12457,CDC42SE2
12458,FAM240A
12459,AP5S1
12460,WISP1
12461,KLHL11
12462,CDK2AP2
12463,RNASE4
12464,WDR62
12465,DCTN5
12466,TDO2
12467,LIPN
12468,RRP36
12469,FUT9
12470,CEP128
12471,ADAMTS12
12472,PTPRD
12473,PPT1
12474,PLG
12475,RABGEF1
12476,LRRC59
12477,CHRM2
12478,SYN2
12479,VPS41
12480,SSX7
12481,PEG3
12482,ZNF214
12483,TSKU
12484,WDR47
12485,DTX3
12486,ZNF480
12487,C22orf39
12488,COQ5
12489,DGKE
12490,RELL2
12491,FANCM
12492,ZNF627
12493,KDM5A
12494,BAIAP3
12495,CYP3A5
12496,MSRB1
12497,ZNF721
12498,FGF9
12499,CHM
12500,CACNG1
12501,AVEN
12502,KRT23
12503,EXOC8
12504,IFIT3
12505,HDAC1
12506,MFAP5
12507,OR6Y1
12508,FBLIM1
12509,FLRT1
12510,TK1
12511,TSSK6
12512,USP43
12513,MRPS30
12514,CNNM3
12515,BCAS4
12516,PHPT1
12517,GREM1
12518,LRRN1
12519,FNDC4
12520,QPRT
12521,TIMM13
12522,CTCFL
12523,HIBCH
12524,WDR43
12525,ZFP64
12526,METTL15
12527,KLRG1
12528,PRCP
12529,NARS2
12530,ANKRD65
12531,SHISA5
12532,LEMD2
12533,CALHM6
12534,SLC27A1
12535,GSTA4
12536,CYB5D1
12537,SP140
12538,TNFAIP8L2
12539,ZNF184
12540,SRPK1
12541,NLRP3
12542,SEMA4C
12543,TAB2
12544,SNX15
12545,GIMAP7
12546,RAB36
12547,PTF1A
12548,SELENBP1
12549,TSHZ1
12550,PIWIL1
12551,CDH5
12552,TOR1B
12553,EVC2
12554,CCDC169
12555,CNTN5
12556,SLC38A10
12557,TMEM170A
12558,LACTB
12559,CLIC5
12560,SRSF4
12561,WASL
12562,MTMR14
12563,CEP97
12564,TUBB8
12565,CARD10
12566,KCNJ2
12567,ENO2
12568,VMA21
12569,NT5C2
12570,SPAG17
12571,TMEM251
12572,NUPR2
12573,TRIM42
12574,RBM25
12575,SLC2A1
12576,SH3YL1
12577,ZNF254
12578,ZNF91
12579,BUB1B
12580,NTNG1
12581,FUBP1
12582,NFIL3
12583,HTR3E
12584,ABI2
12585,CLCN2
12586,MXI1
12587,ATF1
12588,FAM237A
12589,CRHBP
12590,PRKCQ
12591,DNAJC5B
12592,UTP20
12593,RPS6KA6
12594,CTDP1
12595,GRASP
12596,CDH7
12597,NMD3
12598,TIGD2
12599,RSPO3
12600,HRH4
12601,LAMA3
12602,SREBF2
12603,SKAP2
12604,PCOLCE
12605,BPIFA3
12606,FOXN4
12607,DNPEP
12608,EZR
12609,CLEC1A
12610,TM2D3
12611,NKX2-1
12612,PLCB1
12613,CHSY1
12614,VPS37A
12615,SOX6
12616,MYO1G
12617,PRRT3
12618,GOLGA7B
12619,PROS1
12620,IKZF5
12621,BPIFB2
12622,AC091551.1
12623,TMEM189
12624,RTN4IP1
12625,NDFIP2
12626,UBTD1
12627,SPI1
12628,PAX8
12629,WASHC1
12630,ZNF157
12631,RASL10B
12632,CTTNBP2
12633,NTMT1
12634,CAPN5
12635,ARHGAP45
12636,FAM189A2
12637,NFYA
12638,MICAL3
12639,SLC33A1
12640,TMEM11
12641,UBAP2L
12642,RCSD1
12643,BCL6B
12644,ARRDC5
12645,FRAS1
12646,RAB29
12647,SEPT7
12648,TMEM160
12649,NEFM
12650,PPA2
12651,MED27
12652,ITIH5
12653,KIAA0355
12654,ZNF212
12655,DONSON
12656,DST
12657,MRGPRE
12658,TMEM132B
12659,IL23R
12660,GCSAM
12661,ZNF518A
12662,AC099489.1
12663,GPC3
12664,HERPUD2
12665,PPM1F
12666,B4GALT6
12667,CEACAM4
12668,DVL2
12669,RPS15
12670,SMARCB1
12671,HGS
12672,SESN3
12673,SLC47A1
12674,ARMCX1
12675,EEF1E1-BLOC1S5
12676,RPL37
12677,TTC23L
12678,MICU3
12679,MYC
12680,DUSP15
12681,BAD
12682,TRPM7
12683,CIC
12684,PKP2
12685,GPCPD1
12686,MTFR1L
12687,ZBED6
12688,CRISP1
12689,OR3A2
12690,AC013394.1
12691,OR56A1
12692,SCYL3
12693,HS3ST2
12694,SETD5
12695,ELOVL2
12696,SAYSD1
12697,ALS2CL
12698,UNC13B
12699,USH2A
12700,SPHK1
12701,ZNF75D
12702,EIF2B1
12703,C8B
12704,PPARGC1A
12705,TMEM88
12706,SELENOO
12707,MDH1B
12708,AJAP1
12709,HRG
12710,HOXB2
12711,DNAJC24
12712,ANKRD16
12713,HDAC10
12714,TTC39C
12715,TMEM201
12716,NSMAF
12717,TNIK
12718,CCDC73
12719,TROVE2
12720,TIA1
12721,LSM6
12722,DTWD1
12723,SRR
12724,RPL30
12725,GUCD1
12726,MLF1
12727,DNAL4
12728,C22orf42
12729,ALDH1L2
12730,SUPT6H
12731,TTPA
12732,RHOV
12733,SLCO4A1
12734,TIMM44
12735,CFAP53
12736,AC068987.5
12737,SKIL
12738,GPHA2
12739,ADA2
12740,PLA2G16
12741,NTN1
12742,GH1
12743,PRAC2
12744,FGD3
12745,SUSD4
12746,CD79A
12747,DMRTA1
12748,DKK3
12749,FOXJ2
12750,ZMYM4
12751,TSC22D1
12752,B4GAT1
12753,ASXL1
12754,AKAP11
12755,CXCR3
12756,ZC3H18
12757,NUP43
12758,TYMP
12759,LYSMD1
12760,ATOH7
12761,SGK2
12762,LAMA1
12763,ARMC10
12764,EFL1
12765,MED16
12766,TTL
12767,ACP2
12768,KIAA1024L
12769,NEIL1
12770,IGKV2D-40
12771,ZC2HC1B
12772,TOMM70
12773,TNFRSF21
12774,TMED8
12775,GTPBP6
12776,DOCK5
12777,EEF1AKMT3
12778,NKIRAS2
12779,CWC27
12780,API5
12781,COL28A1
12782,PSMD2
12783,SKIDA1
12784,SERINC4
12785,HIGD1B
12786,TYMS
12787,CLGN
12788,MAST2
12789,FBXO2
12790,C11orf97
12791,RHOT1
12792,MMP15
12793,OR10G8
12794,AHSP
12795,NTRK1
12796,PEX14
12797,COL4A3
12798,PNLIPRP1
12799,AL691442.1
12800,EFCAB9
12801,ASB6
12802,TMEM247
12803,SPDYE3
12804,ZNF473
12805,FATE1
12806,SFI1
12807,CCDC169-SOHLH2
12808,CPA1
12809,TNFRSF18
12810,GSTO1
12811,ZNF707
12812,PLEKHD1
12813,MAGIX
12814,TPD52
12815,IL24
12816,TSC22D4
12817,AC008764.1
12818,TAT
12819,SREBF1
12820,AK8
12821,VSIG1
12822,ATMIN
12823,MMRN1
12824,SNW1
12825,FHL3
12826,NADK
12827,ZFAND2B
12828,PXT1
12829,CMC4
12830,ZNF649
12831,MOB4
12832,KPTN
12833,GGPS1
12834,NPR2
12835,B3GALNT2
12836,ANGPT4
12837,FNDC3B
12838,PRRG1
12839,HSD3B1
12840,P4HTM
12841,CASP3
12842,EHD3
12843,TMED7-TICAM2
12844,RBCK1
12845,SPINK6
12846,FDX1
12847,HGH1
12848,A3GALT2
12849,NCBP2L
12850,UBXN11
12851,RPRM
12852,LRRC61
12853,FAM216B
12854,CCT3
12855,PPIAL4D
12856,BCAN
12857,SCEL
12858,H1F0
12859,ST8SIA4
12860,ULBP2
12861,DHPS
12862,RPS16
12863,CLC
12864,GEMIN6
12865,PDE3B
12866,HIST3H2BB
12867,RPS6KB2
12868,TFAP2A
12869,SLC6A7
12870,TGM3
12871,LEF1
12872,RAB11FIP1
12873,IGFN1
12874,NFASC
12875,EIF5A
12876,CCDC197
12877,DNM2
12878,DAP3
12879,CLTB
12880,LTB4R2
12881,TGS1
12882,SMPDL3A
12883,ATXN2
12884,BRSK2
12885,DDX59
12886,ZNF613
12887,EIF3G
12888,RPL36
12889,TOMM7
12890,RSL24D1
12891,ALX3
12892,RBL2
12893,KCNJ8
12894,TIMM8A
12895,CTPS1
12896,MORN3
12897,RNF125
12898,MVP
12899,PLEKHG5
12900,DNAAF3
12901,SLC17A7
12902,PYURF
12903,OSBP
12904,BNIP3
12905,PSG7
12906,MAF1
12907,APOL2
12908,NEK10
12909,AL355102.2
12910,GOSR2
12911,OR10G4
12912,SIRT7
12913,TCTE1
12914,CACHD1
12915,LAPTM5
12916,PTPRS
12917,ACER3
12918,ATP6V1C2
12919,PARP15
12920,AP2A1
12921,IGLV3-27
12922,KYNU
12923,VIT
12924,PSAT1
12925,VPS33A
12926,AL357673.1
12927,PTRH2
12928,RTL3
12929,ATP6V1H
12930,IFI44L
12931,ATP1A3
12932,GALNT11
12933,GPR149
12934,STMN1
12935,RPL10
12936,GPX4
12937,SEC24B
12938,FBXO21
12939,BAZ1A
12940,PIK3C2A
12941,NGFR
12942,ACACB
12943,FEM1A
12944,C12orf74
12945,GMDS
12946,MOGAT2
12947,HOXB7
12948,PLEKHG1
12949,BCAS3
12950,SEPT8
12951,H3F3C
12952,ID1
12953,ITK
12954,BICD1
12955,C9orf135
12956,HS3ST1
12957,ATP5F1D
12958,TRIM24
12959,ARL4A
12960,N6AMT1
12961,TXNDC15
12962,MCU
12963,KIAA1549L
12964,CENPT
12965,OXT
12966,LRRTM1
12967,TM4SF4
12968,C4orf3
12969,NEK2
12970,PTPRA
12971,C1orf100
12972,EYS
12973,EXO5
12974,BTBD8
12975,SEC61A1
12976,RERE
12977,EEFSEC
12978,THAP5
12979,ITGB7
12980,IGHV3-21
12981,SLC44A1
12982,UBP1
12983,PBX3
12984,PGLYRP2
12985,REC114
12986,CNPY3
12987,ZNF236
12988,ESD
12989,IGLV2-33
12990,TRMT13
12991,MTRNR2L11
12992,ARHGEF10L
12993,LSR
12994,USP44
12995,AURKA
12996,GFRAL
12997,PXYLP1
12998,GZF1
12999,TMEM155
13000,CAPN14
13001,GUSB
13002,CDYL2
13003,TMEM254
13004,SMIM37
13005,R3HDM4
13006,ELP5
13007,HSCB
13008,NOMO3
13009,HIST1H3G
13010,CYP2E1
13011,CD48
13012,SDR42E2
13013,MS4A5
13014,SEPT6
13015,ADAMTSL5
13016,LYPD3
13017,B3GNTL1
13018,CHRNB2
13019,TRAV14DV4
13020,PPM1J
13021,FEZF1
13022,ZNF264
13023,CCDC171
13024,CABP4
13025,SHC4
13026,NOL10
13027,AC073508.2
13028,ERF
13029,APOL1
13030,COA3
13031,MYL2
13032,PAQR3
13033,YWHAE
13034,POLR2M
13035,ZDHHC14
13036,GRIN3B
13037,PHKA1
13038,CDC37
13039,CLDN6
13040,CCPG1
13041,ANKRD1
13042,CYP4F22
13043,TYK2
13044,TNFSF14
13045,AC037459.1
13046,RMC1
13047,BCL2
13048,SLC12A9
13049,HOXA5
13050,CLUAP1
13051,PYDC1
13052,PIANP
13053,ADAT1
13054,PSMA3
13055,ZBTB11
13056,MCL1
13057,PLK2
13058,RPS23
13059,TRIM50
13060,AQP10
13061,BROX
13062,YY2
13063,TMEM175
13064,JPH3
13065,GABRG1
13066,ZBTB48
13067,FRMD4A
13068,TMEM67
13069,IQCH
13070,AC093227.2
13071,PQLC1
13072,APOD
13073,KISS1
13074,BST2
13075,FAM107A
13076,IGSF9
13077,AC002094.3
13078,WSB2
13079,CTC1
13080,GMPPB
13081,RAB28
13082,RGPD5
13083,FBXW8
13084,ABCA2
13085,BEND7
13086,CRLF3
13087,NUP62CL
13088,DNAJC8
13089,CEP55
13090,BET1
13091,DNTTIP2
13092,ANKRD55
13093,ZNF169
13094,CLNK
13095,RNF25
13096,PPP2R3C
13097,STMP1
13098,GRAPL
13099,CD14
13100,RASAL3
13101,COL22A1
13102,CDCP1
13103,IKZF4
13104,UGT1A1
13105,PRDM8
13106,ARIH2
13107,MFSD4B
13108,ZBED5
13109,AJM1
13110,ZNF763
13111,LRIG3
13112,ADAM21
13113,ATL2
13114,TRAF3
13115,PQLC2
13116,NUP93
13117,TIMELESS
13118,AC069257.3
13119,HCN4
13120,SLC15A1
13121,SERPIND1
13122,TACR3
13123,LAMC2
13124,STEAP1
13125,CLN8
13126,CCL4L2
13127,BRD2
13128,DOK1
13129,GUCY2F
13130,GNPTG
13131,CST1
13132,RHEBL1
13133,ARMCX6
13134,PTPN18
13135,SH2D3C
13136,SCNN1A
13137,WDR41
13138,C5orf63
13139,CYB5R4
13140,NLRC4
13141,OGG1
13142,THAP6
13143,TMEM43
13144,NCAPD2
13145,ZNF830
13146,TEX45
13147,IL26
13148,KLHL22
13149,GOLGA6L10
13150,SMS
13151,ASB17
13152,APOBEC1
13153,PRKAB2
13154,GHSR
13155,RUVBL1
13156,PRUNE2
13157,UMODL1
13158,SCNM1
13159,RASSF1
13160,SH2D6
13161,KIAA0930
13162,TRAPPC9
13163,MED8
13164,CELA2B
13165,ZMIZ1
13166,AP000311.1
13167,PRAMEF6
13168,FKBP10
13169,NDUFA7
13170,NEU4
13171,ALOX15B
13172,ZDHHC7
13173,TTC9B
13174,IFI44
13175,TUBA1A
13176,MTHFD2L
13177,LARP6
13178,MORC3
13179,ZNF26
13180,WNK3
13181,CD28
13182,BTBD1
13183,PROSER2
13184,FBF1
13185,LIN9
13186,EDEM1
13187,VPS26B
13188,CD6
13189,SCAMP3
13190,CDC42EP3
13191,TMEM104
13192,MRFAP1
13193,KLHL38
13194,CSNK1G3
13195,NT5E
13196,ANKRD26
13197,PRMT1
13198,ALPI
13199,MT-ATP6
13200,YWHAH
13201,AP002495.2
13202,PPARD
13203,ST13
13204,SLC38A4
13205,BCKDHA
13206,AQR
13207,ARHGEF18
13208,PAX4
13209,TLDC2
13210,TEX48
13211,SMIM5
13212,RNF111
13213,CACNA2D2
13214,MOXD1
13215,CXCR4
13216,ACOX2
13217,TOR1A
13218,C8orf86
13219,CDK4
13220,C6orf120
13221,SPN
13222,TEN1
13223,STX18
13224,CMIP
13225,RNLS
13226,C9orf24
13227,FOXO4
13228,CCBE1
13229,CLDND2
13230,TINAG
13231,UBE2G1
13232,CALHM5
13233,SIT1
13234,CPLANE1
13235,UNC93B1
13236,MYO18B
13237,LUM
13238,SERTAD3
13239,KCNK15
13240,NCKAP5L
13241,RPL27A
13242,ESRRA
13243,THNSL1
13244,EXOC4
13245,COA5
13246,FAM214B
13247,PPIAL4A
13248,ZBTB3
13249,HIST1H3F
13250,ZNF672
13251,ADD1
13252,SH2D7
13253,MICAL2
13254,PCDHGA5
13255,RAD54B
13256,NIPAL3
13257,RGS9BP
13258,PP2D1
13259,FUT2
13260,GLRA4
13261,ZDHHC15
13262,CDC14B
13263,CNGA1
13264,RNASEH2B
13265,GSX1
13266,CDKN2C
13267,LINS1
13268,ERCC6L
13269,MYF6
13270,MFAP1
13271,PLEKHA2
13272,SACS
13273,RSPH1
13274,SYNC
13275,UCK1
13276,HEY2
13277,RDH12
13278,IER3
13279,ARPC5
13280,TMEM132A
13281,RPL36A
13282,C9orf50
13283,FOPNL
13284,AC104389.4
13285,ZNF260
13286,SPRYD4
13287,UGT2B11
13288,FBXO39
13289,C6orf203
13290,SLC16A4
13291,BTF3
13292,RPA2
13293,NOD1
13294,SPP1
13295,UMAD1
13296,GRK3
13297,SH3RF3
13298,PLA2G6
13299,ZNF41
13300,FGF16
13301,GPR137B
13302,YAF2
13303,NGB
13304,VPS26C
13305,GAGE10
13306,IGHV3OR16-13
13307,USP54
13308,SPACA9
13309,SLC12A3
13310,SLC5A8
13311,TXNRD2
13312,AC011530.1
13313,TIMM23
13314,EFNA1
13315,MYO6
13316,ACOT4
13317,ZNHIT6
13318,AC233755.2
13319,MYEOV
13320,GATA2
13321,ZNF112
13322,PIGL
13323,WDTC1
13324,SLC37A1
13325,DUSP4
13326,HSPB2-C11orf52
13327,CLEC4F
13328,IPO13
13329,TCP10L2
13330,KCNK6
13331,ARMC7
13332,APOF
13333,OR2H2
13334,TRAP1
13335,GOLGA8S
